Asia King Cup
"Asia WAFF Championship, Final round"
"Asia WAFF Championship, Group C"
"Asia World Cup Qualification, AFC 3rd round, Gr.A"
"Asia World Cup Qualification, AFC 3rd round, Gr.B"
"Asia World Cup Qualification, AFC Qualification"
"Asia World Cup Qualification, AFC, Round 2, Gr. A"
"Asia World Cup Qualification, AFC, Round 2, Gr. B"
"Asia World Cup Qualification, AFC, Round 2, Gr. C"
"Asia World Cup Qualification, AFC, Round 2, Gr. D"
"Asia World Cup Qualification, AFC, Round 2, Gr. E"
"Asia World Cup Qualification, AFC, Round 2, Gr. F"
"Asia World Cup Qualification, AFC, Round 2, Gr. G"
"Asia World Cup Qualification, AFC, Round 2, Gr. H"
"Asia World Cup Qualification, AFC, Round 4"
Europe Baltic Cup
Europe Euro Cup
"Europe Euro Cup Qualification, Group A"
"Europe Euro Cup Qualification, Group B"
"Europe Euro Cup Qualification, Group C"
"Europe Euro Cup Qualification, Group D"
"Europe Euro Cup Qualification, Group E"
"Europe Euro Cup Qualification, Group F"
"Europe Euro Cup Qualification, Group G"
"Europe Euro Cup Qualification, Group H"
"Europe Euro Cup Qualification, Group I"
"Europe Euro Cup Qualification, Playoffs"
"Europe Euro Cup, Group A"
"Europe Euro Cup, Group B"
"Europe Euro Cup, Group C"
"Europe Euro Cup, Group D"
"Europe Euro Cup, Group E"
"Europe Euro Cup, Group F"
Europe World Cup Qual. UEFA Group A
Europe World Cup Qual. UEFA Group B
Europe World Cup Qual. UEFA Group C
Europe World Cup Qual. UEFA Group D
Europe World Cup Qual. UEFA Group E
Europe World Cup Qual. UEFA Group F
Europe World Cup Qual. UEFA Group G
Europe World Cup Qual. UEFA Group H
Europe World Cup Qual. UEFA Group I
Europe World Cup Qual. UEFA Playoffs
"North & Central America Caribbean Cup, First Round, Gr. 3"
"North & Central America Caribbean Cup, First Round, Gr. 4"
"North & Central America Caribbean Cup, First Round, Gr. 5"
"North & Central America Caribbean Cup, Second Round, Gr. 7"
"North & Central America Caribbean Cup, Second Round, Gr. 8"
"North & Central America Caribbean Cup, Second Round, Gr. 9"
"North & Central America CONCACAF Gold Cup, Group A"
"North & Central America CONCACAF Gold Cup, Group B"
"North & Central America CONCACAF Gold Cup, Group C"
"North & Central America CONCACAF Gold Cup, Knockout stage"
North & Central America Copa Centroamericana
North & Central America World Cup Qual. CONCACAF
"North & Central America World Cup Qualification, CONCACAF 4th round"
"North & Central America World Cup Qualification, CONCACAF 4th round, Gr.1"
"North & Central America World Cup Qualification, CONCACAF 4th round, Gr.2"
"North & Central America World Cup Qualification, CONCACAF 4th round, Gr.3"
"Oceania World Cup Quali., OFC 3rd round, Final Round"
"Oceania World Cup Qualification, OFC 2nd round, Gr.A"
"Oceania World Cup Qualification, OFC 2nd round, Gr.B"
"Oceania World Cup Qualification, OFC 3rd round, Gr.A"
"Oceania World Cup Qualification, OFC 3rd round, Gr.B"
"South America CONMEBOL Copa America, Qualification Playoffs"
"South America Copa America, Final Round"
"South America Copa America, Group A"
"South America Copa America, Group B"
"South America Copa America, Group C"
"South America Copa America, Group D"
"South America Copa America, Knockout stage"
"South America World Cup Qualification, CONMEBOL"
"World Confederations Cup, CONCACAF Playoff"
"World Confederations Cup, Group A"
"World Confederations Cup, Group B"
"World Confederations Cup, Knockout stage"
World Int. Friendly Games
World World Championship
"World World Cup Qualification, CONCACAF/AFC Playoffs"
"World World Cup Qualification, OFC/CONMEBOL Playoffs"
"World World Cup, Group A"
"World World Cup, Group B"
"World World Cup, Group C"
"World World Cup, Group D"
"World World Cup, Group E"
"World World Cup, Group F"
"World World Cup, Group G"
"World World Cup, Group H"
