"Africa Africa Cup of Nations, Group A"
"Africa Africa Cup of Nations, Group B"
"Africa Africa Cup of Nations, Group C"
"Africa Africa Cup of Nations, Group D"
"Africa Africa Cup of Nations, Knockout stage"
"Africa Africa Cup of Nations, Qualification, Group A"
"Africa Africa Cup of Nations, Qualification, Group B"
"Africa Africa Cup of Nations, Qualification, Group C"
"Africa Africa Cup of Nations, Qualification, Group D"
"Africa Africa Cup of Nations, Qualification, Group E"
"Africa Africa Cup of Nations, Qualification, Group F"
"Africa Africa Cup of Nations, Qualification, Group G"
"Africa Africa Cup of Nations, Qualification, Group H"
"Africa Africa Cup of Nations, Qualification, Group I"
"Africa Africa Cup of Nations, Qualification, Group J"
"Africa Africa Cup of Nations, Qualification, Group K"
"Africa Africa Cup of Nations, Qualification, Group L"
"Africa Africa Cup of Nations, Qualification, Group M"
"Africa African Nations Championship, Group A"
"Africa African Nations Championship, Group B"
"Africa African Nations Championship, Group C"
"Africa African Nations Championship, Group D"
"Africa African Nations Championship, Knockout stage"
Africa World Cup Qual. CAF Group A
Africa World Cup Qual. CAF Group B
Africa World Cup Qual. CAF Group C
Africa World Cup Qual. CAF Group D
Africa World Cup Qual. CAF Group E
"Africa World Cup Qualification, CAF"
"Asia AFC Asian Cup, Final round"
"Asia AFC Asian Cup, Group A"
"Asia AFC Asian Cup, Group B"
"Asia AFC Asian Cup, Group C"
"Asia AFC Asian Cup, Group D"
"Asia AFC Asian Cup, Qualification Group A"
"Asia AFC Asian Cup, Qualification Group B"
"Asia AFC Asian Cup, Qualification Group C"
"Asia AFC Asian Cup, Qualification Group D"
"Asia AFC Asian Cup, Qualification Group E"
"Asia AFC Asian Cup, Qualification Group F"
"Asia AFF Suzuki Cup, Final Rounds"
"Asia AFF Suzuki Cup, Group A"
"Asia AFF Suzuki Cup, Group B"
"Asia AFF Suzuki Cup, Qualification Round"
Asia East Asian Championship
"Asia East Asian Championship, Women"
Asia Gulf Cup
"Asia Gulf Cup, Group A"
"Asia Gulf Cup, Group B"
